36.63,91.434,558.84,39.282,65.78,163.64
36.31,91.814,560.55,39.523,65.77,163.68
36.04,91.278,562.12,39.677,62.88,156.39
35.92,89.841,556.33,39.879,62.5,156.8
34.94,90.089,553.9,39.619,63.19,155.24
34.73,89.737,544.66,38.763,63.34,156.4
34.65,88.723,544.94,38.734,62.87,155.81
34.87,87.486,553.93,39.215,63.08,155.44
34.65,88.092,559.89,39.359,63.3,160.09
34.9,88.423,560.08,38.783,63.83,163.69
34.78,86.84,561.68,38.465,63.51,160.44
35.12,87.066,565.95,38.638,63.48,160.54
35.02,85.466,552.7,38.571,61.35,155.91
34.7,84.511,545.06,38.552,60.52,155.86
34.36,84.377,538.94,38.792,60.49,152.72
33.87,84.155,529.77,38.148,58.56,149.86
33.89,84.138,528.86,38.215,59.21,151.44
33.41,83.153,520.63,38.292,58.02,147.02
33.8,81.943,519.98,38.071,57.92,147.86
34.17,82.646,526.65,38.686,59.23,145.56
34.4,82.631,533.09,38.859,59.83,147.67
34.45,82.501,529.92,38.158,59.83,152.3
33.76,81.487,518.73,37.747,57.24,148.69
33.92,81.828,511,37.843,56.76,145.07
34.07,81.974,509.96,37.633,57.39,143.37
36.49,82.262,515.14,37.289,58.53,142.33
36.91,83.168,527.81,37.642,61.22,150.91
36.87,82.008,527.93,37.89,60.46,147.73
36.51,81.856,531.35,38.186,61.15,161.22
35.95,81.664,526.66,38.568,59.78,153.47
35.83,81.974,527.7,38.673,58.15,153.23
33.99,82.217,517.15,39.017,56.14,148.06
34.48,79.152,516.18,38.1,57.71,158.17
35.24,78.575,525.16,38.053,60.87,171.59
35.44,72.621,526.94,37.89,61.36,175.71
36.14,73.583,534.81,38.177,63.03,176.31
36.4,73.51,528.62,38.129,61.24,176.9
36.38,72.648,536.1,38.196,58.94,175.42
36.35,71.827,556.54,38.568,59.72,171.82
34.21,71.682,536.44,37.948,59.09,170.9
33.45,72.196,532.52,37.403,58.89,165.78
